vintage,age,dependents,city,customer_nw_category,branch_code,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,days_since_last_transaction,gender_Male,occupation_retired,occupation_salaried,occupation_self_employed,occupation_student
2246,37,0.0,61.0,2,263,6007.4,6007.4,5879.46,5688.43,0.39,286.1,0.39,0.39,6007.4,5906.02,1555,True,False,False,True,False
2133,32,0.0,418.0,2,1307,2737.61,3178.2,2760.25,1185.69,1463.46,0.6,3332.62,1375.64,2559.44,3894.95,1521,False,False,False,True,False
1565,74,0.0,1020.0,2,2,1137.41,1573.77,1823.5,2611.53,0.41,0.41,436.77,316.46,1401.45,1857.27,1601,True,False,False,True,False
1894,68,0.0,1111.0,2,800,3534.13,3534.13,3534.13,3771.12,643.24,0.39,0.39,0.39,3534.13,3534.13,1525,False,False,False,True,False
1847,59,0.0,1111.0,2,148,2381.58,2362.02,2365.39,2304.24,0.36,0.36,0.36,0.36,2372.14,2362.02,1731,True,False,False,True,False
2285,46,2.0,15.0,2,69,2021.37,8802.19,6814.78,5749.58,2143.33,0.47,8929.04,0.47,4913.1,8338.94,1521,True,False,False,True,False
2247,67,0.0,379.0,3,953,1514.87,968.56,1872.96,1330.78,685.81,685.81,66.61,2250.0,1344.11,2372.79,1526,True,False,False,True,False
2113,51,0.0,341.0,3,910,1456.12,1456.12,1456.12,1445.71,0.11,0.11,0.11,0.11,1456.12,1456.12,1827,True,False,False,True,False
2405,30,0.0,1096.0,2,1673,14871.88,14879.24,14954.82,15121.88,0.64,0.64,8.0,106.89,14878.22,14898.43,1780,False,False,True,False,False
1821,90,0.0,658.0,2,735,2671.64,8136.44,3380.74,35.06,14014.94,13717.43,22336.89,13456.3,7197.28,2909.66,1524,True,False,False,True,False
1584,24,0.0,146.0,1,9,2643.06,2428.78,2378.76,65.54,0.26,0.26,0.26,445.59,2628.28,2685.76,1583,True,False,False,False,True
1985,46,0.0,1020.0,1,1,522.27,1191.69,1442.68,2133.93,0.56,0.56,2093.19,50.11,1390.98,1430.26,1602,False,False,False,True,False
2295,90,0.0,1643.0,3,210,7557.65,7555.21,7552.37,7499.27,0.26,0.26,0.26,0.26,7556.13,7551.94,1806,True,False,False,True,False
2240,32,0.0,146.0,2,261,14188.92,14188.92,14751.18,15468.13,318.09,30.81,0.23,1628.8,14188.92,14218.76,1507,False,False,True,False,False
2159,39,0.0,363.0,3,31,5995.48,6019.14,6016.42,6020.1,0.34,0.34,24.0,0.34,6010.98,6019.14,1701,False,False,True,False,False
2143,36,0.0,409.0,2,120,25559.76,26386.45,22778.21,17851.24,0.1,0.1,157.24,0.1,26233.08,26904.8,1570,True,False,False,True,False
1732,31,0.0,409.0,3,553,3776.78,3757.69,3759.47,3683.86,0.41,0.41,0.41,0.41,3761.32,3757.69,1756,True,False,False,True,False
1850,71,0.0,575.0,2,2549,1651.61,7066.22,4172.64,4827.12,0.16,1563.01,1142.24,1292.97,2927.87,6045.87,1555,False,False,False,True,False
2313,38,0.0,249.0,2,59,7207.03,12569.31,12182.17,15498.94,1895.61,1874.74,686.06,286.06,11021.9,12662.97,1527,True,False,False,True,False
2140,33,1.0,491.0,2,93,8543.5,8857.78,7701.79,7013.64,0.24,2385.96,600.24,308.81,8701.13,7611.24,1546,True,False,True,False,False
2205,29,0.0,623.0,3,2398,2192.79,1900.79,1759.97,410.17,486.17,0.46,194.17,37.03,2257.44,1905.51,1535,False,False,False,True,False
2153,52,1.0,986.0,2,2593,3838.01,3930.86,3607.43,3201.96,0.13,0.13,92.99,0.13,3905.25,3700.45,1701,True,False,False,True,False
2211,55,0.0,834.0,3,2058,25229.92,26410.0,13004.65,1107.38,572.04,24286.33,1500.61,572.04,25611.9,11582.62,1521,False,False,False,True,False
2199,85,0.0,1589.0,1,384,10868.93,4874.08,4759.66,11697.26,20808.59,287.19,8993.11,750.26,5717.84,5367.03,1513,False,False,False,True,False
1836,48,0.0,1020.0,1,455,14772.86,20127.72,13132.93,33235.42,12040.0,43731.91,12918.56,27367.32,11025.18,21155.73,1508,True,False,False,True,False
1669,39,0.0,1376.0,3,2069,1854.15,1578.16,1495.63,1200.66,1123.14,2913.32,119.43,233.18,2029.28,1491.65,1524,True,False,True,False,False
2145,29,0.0,575.0,1,622,15819.93,13433.49,12440.83,11027.09,0.61,0.61,2657.03,455.63,13032.35,12544.22,1688,True,False,True,False,False
1578,46,2.0,575.0,1,572,13059.61,1224.55,2232.97,1861.59,21992.25,43.11,0.04,574.5,3544.88,1236.3,1511,True,False,False,True,False
2077,27,0.0,1224.0,2,1915,1402.26,1402.26,4349.24,8605.95,0.47,35.76,0.47,7160.39,1402.26,3013.46,1543,True,False,False,False,True
1837,47,2.0,15.0,3,2863,2910.8,2910.8,2910.8,2891.47,0.56,0.56,0.56,0.56,2910.8,2910.8,1800,True,False,False,True,False
2423,30,0.0,61.0,1,263,16183.67,2861.24,4299.97,983.97,13537.14,4322.9,214.71,1712.81,9803.88,2521.47,1524,True,False,False,True,False
2159,46,0.0,1020.0,2,1205,2981.51,3435.47,3077.67,3880.66,0.46,0.46,856.51,2835.37,2339.18,3676.79,1611,False,False,False,True,False
1971,77,0.0,1020.0,3,419,907.15,2989.59,4996.91,2430.33,395.56,586.75,1429.21,7006.64,1675.04,5074.42,1521,True,True,False,False,False
2334,73,0.0,1020.0,3,1019,11472.41,4271.4,4988.51,4115.4,7223.52,0.13,12.94,123.47,6209.96,4324.56,1510,False,False,False,True,False
2142,63,0.0,1020.0,2,288,4858.26,4906.64,6028.26,8661.34,18.65,5.59,57.91,71.79,4911.66,4950.17,1534,True,False,True,False,False
2131,40,1.0,1057.0,3,695,7792.45,7792.45,7792.45,7446.71,0.43,0.43,0.43,0.43,7792.45,7792.45,1609,False,False,False,True,False
1835,35,0.0,1096.0,2,1563,5173.16,5173.16,5110.85,5100.16,0.46,0.46,0.46,0.46,5173.16,5106.96,1686,True,False,False,True,False
2077,47,0.0,334.0,3,141,1730.75,1977.33,1483.45,1334.98,19.31,1457.96,317.1,128.77,2008.95,1816.26,1528,True,False,False,True,False
2191,23,0.0,575.0,3,44,1216.9,1721.5,1713.8,1421.93,1428.76,0.19,1958.64,185.9,1523.19,1795.23,1518,True,False,False,False,True
2188,53,1.0,409.0,1,92,30412.69,4094.26,2749.79,2770.67,25598.69,6941.66,25946.0,5481.96,3333.35,3390.9,1507,True,False,True,False,False
2165,43,0.0,834.0,1,14,2142.17,4214.04,3400.77,2316.72,1142.57,2585.79,3214.44,1293.11,3314.77,3964.53,1527,False,False,True,False,False
2302,61,1.0,491.0,2,93,2295.73,5250.99,4751.98,5233.88,1014.76,842.04,3080.82,218.49,4488.11,5167.46,1507,True,False,False,True,False
2405,80,0.0,1589.0,1,33,6595.85,6624.42,6698.33,7263.29,0.64,0.64,0.64,0.64,6623.44,6649.02,1626,True,False,False,True,False
1973,43,2.0,623.0,2,811,16381.33,2899.99,4189.41,848.42,28909.94,17169.47,11521.96,16624.85,10751.79,1232.89,1511,True,False,True,False,False
2034,64,0.0,623.0,2,1627,14956.17,4956.17,7714.79,4910.93,10000.69,0.69,0.69,0.69,13232.03,4956.17,1531,True,False,False,True,False
2330,32,0.0,146.0,2,41,7118.59,8359.53,7496.89,6847.52,1061.66,1113.33,2993.27,721.63,7566.67,7657.86,1507,True,False,True,False,False
2183,43,2.0,1096.0,1,551,1808.65,1741.1,1782.64,1950.85,67.69,0.13,0.13,42.99,1801.66,1757.69,1532,False,False,False,True,False
2375,36,0.0,768.0,2,808,2287.05,2421.23,3171.55,6014.44,48.21,38.19,305.94,312.81,2361.69,3020.24,1535,True,False,True,False,False
2085,61,0.0,623.0,1,218,9705.13,9801.75,9809.3,9973.48,0.61,0.61,0.61,0.61,9737.34,9831.53,1582,True,False,False,True,False
1733,66,3.0,460.0,2,2301,7697.26,1659.58,1936.01,6403.29,0.34,1828.91,1256.06,1892.54,1121.51,1713.4,1540,True,False,False,True,False
2033,72,0.0,241.0,2,62,4829.8,5044.09,5749.42,4635.96,0.09,61.24,214.37,1000.09,4962.81,5219.9,1550,False,True,False,False,False
2113,45,0.0,797.0,2,4146,1500.84,1500.84,1500.84,1481.9,0.16,0.16,0.16,0.16,1500.84,1500.84,1832,True,False,False,True,False
2040,57,0.0,1020.0,3,411,10101.87,15042.09,11485.43,5850.28,229.32,43431.0,5237.47,14979.52,10618.9,16671.86,1524,False,False,True,False,False
2214,47,0.0,409.0,3,481,2576.32,1464.31,2468.22,2717.04,38.39,813.47,863.06,3413.7,1885.95,1424.37,1532,False,False,False,True,False
2075,60,0.0,409.0,3,1350,1738.32,2037.38,4074.61,3213.02,314.74,314.74,578.09,6522.4,1785.48,3553.18,1533,True,False,False,True,False
2424,54,0.0,834.0,3,1924,125.57,7740.83,8880.94,11227.57,0.33,0.33,3571.76,5714.61,3719.7,11334.59,1577,False,False,False,True,False
2337,35,0.0,623.0,2,4298,6990.35,6990.35,6996.48,6910.17,0.21,0.21,0.21,10.21,6990.35,6998.74,1706,True,False,True,False,False
2197,66,5.0,1096.0,2,587,7043.54,6773.15,7208.3,6443.14,4143.1,0.24,3729.86,0.24,5891.72,6842.28,1512,True,False,False,True,False
2097,30,0.0,409.0,3,457,1648.6,2573.6,1642.09,1573.78,936.3,5198.87,2929.16,4800.59,1772.13,1444.78,1507,True,False,False,True,False
1891,44,2.0,904.0,3,1884,12242.34,12261.17,10757.33,4538.72,0.06,2142.91,4.6,0.06,12245.92,10743.2,1539,False,False,False,True,False
2435,28,0.0,409.0,2,1127,7480.16,7482.61,6840.88,3262.61,0.36,286.07,0.36,0.36,7482.19,7422.46,1565,False,False,False,False,True
2123,39,0.0,409.0,3,1309,1904.85,3051.43,2930.8,3441.53,0.63,0.63,1139.03,0.63,2697.05,3051.43,1568,False,False,False,True,False
2133,45,0.0,1096.0,3,581,1597.64,2905.13,1887.07,1859.65,1224.54,1209.5,2260.49,600.47,1147.06,2189.18,1507,True,False,True,False,False
2238,50,3.0,1525.0,2,276,39230.93,39851.16,42178.39,17672.0,1000.09,1453.4,562.03,1343.37,39877.76,40254.89,1527,True,False,True,False,False
1850,58,0.0,1046.0,1,1248,703.78,280938.79,39536.66,7698.79,250157.27,3637.61,548857.97,3043.76,94983.09,19955.31,1511,True,False,False,True,False
2331,31,0.0,491.0,3,1733,1984.2,1077.05,2112.86,1867.1,907.51,1978.94,0.37,3739.99,1554.89,2205.5,1521,True,False,False,True,False
1465,41,3.0,1271.0,2,101,2289.92,2289.92,2293.09,2344.59,0.39,0.39,0.39,0.39,2289.92,2289.92,1674,True,False,False,True,False
1815,54,0.0,1356.0,2,801,2230.09,2230.09,2230.09,1334.07,0.01,0.01,0.01,0.01,2230.09,2230.09,1631,False,False,False,True,False
2276,34,0.0,491.0,2,93,4348.8,4325.46,7513.88,2059.76,643.3,535.14,2614.26,7654.98,4673.13,8504.16,1512,True,False,True,False,False
2249,51,1.0,1465.0,2,191,174.08,1139.01,1438.77,2744.12,77.76,0.64,2807.76,2915.69,708.22,1440.97,1507,True,False,False,True,False
2293,36,0.0,235.0,3,733,5638.82,3881.84,4722.3,5383.18,1828.74,0.17,71.6,1263.39,4829.54,4256.61,1514,False,False,False,True,False
2034,36,0.0,146.0,1,2377,2565.03,2596.58,3076.13,6591.23,0.14,20.09,31.69,61.44,2590.05,2605.41,1546,False,False,False,True,False
1881,37,0.0,283.0,3,3032,7387.63,7401.91,6856.31,4856.28,700.26,714.54,714.54,755.97,7955.11,7429.24,1533,True,False,False,True,False
1733,51,0.0,146.0,2,9,30165.08,25346.7,28447.27,42839.88,3572.11,2857.83,729.26,1286.4,23693.92,26486.67,1521,True,False,True,False,False
2173,68,0.0,623.0,2,1228,3006.41,2800.74,6290.24,7724.97,43083.59,29187.8,42857.27,30728.7,6478.3,7859.19,1528,False,False,False,True,False
1698,62,0.0,1096.0,2,134,20351.41,20157.67,20161.18,19704.65,140.36,0.64,0.64,0.64,20224.48,20137.39,1521,False,False,False,True,False
1388,60,0.0,905.0,3,34,1660.53,1672.31,1602.73,3319.59,0.67,0.67,0.67,0.67,1667.49,1678.33,1584,True,False,False,True,False
2259,46,4.0,623.0,2,512,42652.8,1267.09,13109.13,18142.97,41414.64,0.36,0.36,0.36,16951.32,12055.84,1518,True,False,True,False,False
2122,44,2.0,146.0,2,77,4312.34,1351.79,1920.11,2179.88,990.91,3515.29,2357.36,3383.9,1975.28,1189.59,1510,True,False,True,False,False
2206,74,0.0,409.0,2,2076,2190.49,1810.79,2085.14,2946.02,413.96,559.69,21.6,918.92,2046.76,1961.72,1524,True,False,False,True,False
1950,48,0.0,1020.0,2,13,1867.1,3044.49,3004.34,2053.99,3501.14,0.47,4576.55,560.43,3214.97,3547.71,1508,True,False,False,True,False
2339,89,0.0,1232.0,1,7,1874.97,1874.97,1836.65,92.54,0.13,0.13,0.13,0.13,1874.97,1874.97,1596,False,False,False,True,False
2207,51,0.0,1020.0,1,86,51315.36,71842.69,47468.45,26300.53,4619.21,43390.47,22275.47,1829.06,56831.97,55592.12,1507,True,False,True,False,False
2316,54,0.0,1096.0,3,2074,3869.33,4782.7,3118.66,2388.44,2075.41,1944.71,1789.47,773.95,3461.81,3565.27,1507,True,False,True,False,False
1865,55,0.0,1111.0,3,1321,1344.06,912.99,1813.39,1286.33,949.93,1071.8,518.86,1543.23,1392.1,846.17,1524,True,False,True,False,False
2360,54,0.0,623.0,1,21,2869.28,12028.62,8383.37,658.53,1285.84,10000.13,11802.26,5278.7,5881.06,18565.26,1510,True,False,False,True,False
2250,42,0.0,575.0,2,90,24442.94,23481.48,22503.41,9489.2,328.87,507.44,153.13,452.74,24021.03,22578.04,1521,False,False,False,True,False
1868,30,2.0,1096.0,1,1343,2573.28,4040.42,2661.45,460.56,79.13,3571.99,4646.27,1286.27,3946.77,3270.83,1527,True,False,False,True,False
1826,61,2.0,956.0,1,94,2572.74,3712.44,4298.74,2824.68,336.24,714.96,408.69,2056.02,2915.2,5090.47,1511,True,False,False,True,False
2346,22,0.0,834.0,3,1404,2223.71,2766.81,1526.29,987.72,625.06,2780.9,1164.74,1164.74,2304.48,1111.87,1528,True,False,False,True,False
2346,57,0.0,1232.0,3,359,3164.38,3155.61,3146.75,3092.84,0.43,14.71,0.43,0.43,3156.47,3143.56,1542,True,False,True,False,False
2206,34,0.0,1096.0,3,27,1490.0,1180.59,1550.95,1542.73,972.37,721.51,402.83,537.09,1328.22,1384.09,1528,True,False,True,False,False
1914,49,1.0,1046.0,2,102,339.47,1223.57,1773.96,1438.17,0.61,0.61,803.36,143.47,2837.91,524.8,1829,True,False,False,True,False
2119,22,0.0,1020.0,2,443,6544.06,5979.78,6504.76,6078.42,0.73,1.55,150.53,21.96,6580.25,5908.6,1516,True,False,True,False,False
1737,42,1.0,146.0,2,2858,3530.98,4491.02,3807.83,4103.51,13.96,0.46,3082.19,2182.9,4055.7,4036.15,1526,False,False,True,False,False
1802,46,0.0,575.0,2,3994,1346.09,2487.43,4704.67,5491.72,5417.06,12091.9,0.53,7423.26,4333.29,4533.81,1524,True,False,False,True,False
2195,24,0.0,834.0,2,789,4975.37,4975.37,4975.37,4944.03,0.34,0.34,0.34,0.34,4975.37,4975.37,1722,True,False,True,False,False
2390,90,0.0,751.0,2,2784,22929.48,28109.75,25304.08,23793.7,7348.24,22178.03,12528.51,18169.76,22643.45,33253.29,1512,True,False,False,True,False
2164,15,0.0,1525.0,3,1207,1610.96,1792.71,1724.11,1778.18,0.67,0.67,182.41,443.18,1624.25,1904.49,1867,True,False,False,False,True
2325,36,0.0,694.0,3,142,152.89,552.93,3862.63,5475.27,0.14,0.14,328.71,4303.0,314.48,4909.8,1801,False,False,False,True,False
2300,85,0.0,146.0,2,93,1157.91,2647.9,2673.69,2776.6,0.16,792.2,839.66,1237.41,2147.51,2690.82,1545,False,False,False,True,False
2268,29,0.0,1020.0,2,1106,9059.54,26759.24,23566.83,18623.22,6450.33,53968.14,23948.61,20714.74,23937.89,21119.02,1516,True,False,True,False,False
2033,55,0.0,15.0,2,6,94.03,3665.46,3624.41,2243.63,0.39,0.39,3571.81,0.39,3542.3,3665.46,1606,True,False,True,False,False
2278,53,2.0,146.0,3,1759,2048.55,1995.01,2020.06,2051.24,125.91,123.06,28.77,70.34,2034.6,2030.11,1525,True,False,False,True,False
2136,40,2.0,65.0,2,183,6635.95,7064.52,4104.1,1502.07,2857.64,7143.36,3229.07,2619.58,6647.28,3386.98,1525,True,False,False,True,False
2053,39,0.0,694.0,2,142,2982.19,2888.03,2891.35,2935.31,0.06,14.27,0.06,0.06,2904.2,2878.02,1540,False,False,True,False,False
1839,61,0.0,146.0,2,2815,2248.3,2241.59,2428.64,3230.72,473.5,0.57,1019.46,1311.49,2298.37,2252.59,1535,True,True,False,False,False
1359,37,0.0,623.0,2,184,2151.98,2142.38,2143.81,2128.82,0.67,0.67,0.67,0.67,2146.68,2142.38,1847,False,False,False,True,False
1772,38,0.0,822.0,2,717,4002.25,3728.56,4560.0,8020.31,0.03,608.6,94.51,148.92,2929.83,4938.88,1552,True,False,False,True,False
2111,24,0.0,409.0,3,158,1994.34,1933.22,2155.35,3074.83,416.94,333.0,355.83,316.47,1940.83,2015.66,1511,True,False,True,False,False
2105,45,0.0,1020.0,1,288,70924.75,70924.75,70924.75,54557.08,0.39,0.39,0.39,0.39,70924.75,70924.75,1661,True,False,True,False,False
2436,33,0.0,702.0,2,385,3456.7,3456.7,3507.39,3968.69,0.1,0.1,0.1,0.1,3456.7,3456.7,1569,False,False,True,False,False
1625,75,1.0,409.0,2,1000,8007.03,8007.03,8007.03,7953.38,0.64,0.64,0.64,0.64,8007.03,8007.03,1636,True,False,False,True,False
2354,31,0.0,259.0,3,2414,1850.81,1850.81,1871.08,924.82,0.3,1386.01,0.3,1000.3,1850.81,2297.35,1563,True,False,False,True,False
2121,52,0.0,409.0,3,392,1167.83,1062.17,2203.4,1420.28,166.79,2.58,1244.47,4257.2,1377.67,1668.21,1512,False,False,False,True,False
2294,32,0.0,154.0,2,658,7207.91,7214.03,7218.87,7660.92,0.43,0.43,6.54,0.43,7210.65,7214.03,1628,True,False,False,True,False
2451,57,0.0,1020.0,2,455,3156.96,3442.67,3410.94,3475.35,0.26,0.26,285.97,0.26,3354.0,3441.22,1856,False,False,False,True,False
2375,28,0.0,146.0,2,1759,3725.73,1660.06,2233.48,4640.59,185.77,2257.2,726.49,3128.63,2974.86,1844.77,1521,True,False,False,True,False
1126,48,0.0,656.0,3,1383,299.61,925.88,1597.43,1176.68,0.34,43.2,1863.2,2459.37,1290.7,1875.23,1548,False,False,False,True,False
2202,52,2.0,388.0,2,170,2593.83,2593.83,3975.45,4371.99,0.5,0.5,0.5,7571.02,2593.83,5049.73,1628,True,False,False,True,False
2064,37,0.0,904.0,2,78,2146.22,717.65,1519.82,2380.4,0.6,0.6,0.6,393.34,1949.18,767.15,1843,False,False,False,True,False
2028,35,0.0,1547.0,3,636,1711.68,2317.52,2352.97,2675.52,0.61,0.61,0.61,0.61,2021.09,2317.55,1799,False,False,True,False,False
2315,31,0.0,334.0,2,2077,73620.02,593.26,7591.89,7627.84,81571.46,14700.03,8544.7,15120.36,18457.23,1781.77,1510,True,False,False,True,False
1926,59,0.0,575.0,1,132,2056.73,2056.73,2026.01,624.91,0.51,0.51,0.51,0.51,2056.73,2056.73,1596,False,False,False,True,False
2077,57,0.0,1020.0,2,455,30931.54,34502.96,34339.4,33195.87,0.19,0.19,3571.61,285.9,33468.48,34761.03,1666,False,False,False,True,False
2087,47,0.0,1548.0,3,214,1709.02,1779.57,1710.98,1370.25,0.7,0.7,0.7,0.7,1764.97,1834.18,1581,False,False,False,True,False
2374,48,0.0,1020.0,2,212,1365.36,1618.54,1516.96,2904.87,443.24,0.39,0.39,0.39,1562.05,1500.73,1507,True,False,True,False,False
1432,51,0.0,1096.0,3,1345,4583.59,3946.97,3919.76,2271.92,775.99,413.19,139.36,294.29,4304.63,3808.36,1514,False,False,False,True,False
2175,76,0.0,1020.0,2,114,2234.28,2221.2,2240.83,5913.87,314.6,314.6,579.69,972.57,2249.63,2357.78,1527,True,True,False,False,False
2079,30,0.0,146.0,3,312,4124.52,3615.54,3795.08,4782.57,0.3,21.73,2348.46,1022.1,2974.99,2852.85,1561,True,False,True,False,False
1990,82,0.0,1020.0,2,414,235.28,235.28,1863.05,5335.55,0.39,0.39,0.39,4444.39,235.28,3121.56,1580,False,False,False,True,False
2119,33,0.0,409.0,3,484,734.45,5404.54,4663.46,3185.31,1860.54,414.83,4030.38,403.91,2687.23,4965.37,1513,False,False,False,True,False
1409,67,1.0,1388.0,1,126,8311.18,8456.61,8354.57,8002.59,0.26,0.26,0.26,0.26,8356.32,8374.77,1820,True,False,True,False,False
1857,36,1.0,834.0,3,2667,4261.68,3810.67,3496.91,2060.28,571.57,571.57,108.86,108.86,3868.67,3573.55,1514,True,False,False,True,False
2055,64,2.0,1096.0,1,134,10344.46,15058.75,7419.84,2131.31,0.16,14285.87,5000.16,1785.87,11206.53,8779.95,1547,False,False,False,True,False
2443,34,5.0,221.0,2,30,4143.93,4534.19,4447.02,4302.25,33.56,0.13,0.13,0.13,4272.68,4534.19,1512,True,False,False,True,False
2027,30,0.0,1494.0,3,3870,1428.94,1429.14,1450.81,3143.86,0.57,0.57,0.57,0.57,1428.95,1429.14,1585,True,False,False,True,False
1614,42,1.0,409.0,3,584,2109.18,2109.18,2109.18,2746.88,0.2,0.2,0.2,0.2,2109.18,2109.18,1696,False,False,True,False,False
2196,44,3.0,235.0,2,733,2021.72,2321.76,2370.04,1688.37,0.04,0.04,657.67,0.04,2400.2,2321.76,1636,True,False,False,True,False
2187,56,0.0,980.0,2,285,78.01,12935.97,11979.52,18935.17,0.16,0.16,0.16,8571.59,78.15,16530.44,1570,True,False,False,True,False
2210,21,0.0,623.0,2,700,2728.99,3028.99,3231.35,3703.41,0.3,0.3,371.73,709.58,2852.14,3247.42,1728,False,False,False,False,True
2239,90,0.0,1020.0,3,79,1912.56,2094.46,1804.07,1809.1,0.14,724.51,182.04,0.14,2056.82,1821.07,1553,True,False,False,True,False
1897,52,2.0,1076.0,2,64,3821.69,6005.19,3537.95,2540.78,0.24,0.24,3413.82,1785.96,3651.25,3789.37,1673,True,False,True,False,False
2188,59,0.0,1020.0,2,406,3922.54,4469.13,4324.85,4704.48,0.24,0.24,278.81,2.39,4215.93,4967.76,1868,False,False,False,True,False
1932,34,0.0,1020.0,3,12,3315.2,3436.63,3467.88,3703.46,0.41,0.41,36.13,36.13,3347.22,3468.88,1609,False,False,True,False,False
2311,31,0.0,589.0,3,802,2050.94,2058.08,2149.73,2229.15,42.99,0.13,0.13,728.7,2080.74,2229.74,1533,True,False,False,True,False
2434,57,0.0,409.0,3,1566,3892.41,3936.68,4041.94,4025.42,0.31,0.31,0.31,0.31,3903.09,3996.17,1668,False,False,False,True,False
2224,60,0.0,946.0,3,727,6824.83,7630.94,6406.93,3629.74,2.02,3573.18,592.53,382.91,7048.09,7621.15,1518,True,False,True,False,False
2247,33,0.0,1096.0,1,144,851.27,1744.94,3543.64,597.56,1429.26,20714.97,5000.69,7555.54,2778.61,2599.18,1533,True,False,False,True,False
2255,62,0.0,1096.0,2,1659,11001.41,11106.8,11398.05,12701.16,40.06,0.69,245.37,980.57,11058.14,11239.61,1518,True,False,True,False,False
1655,56,0.0,513.0,1,216,2172.12,2600.7,2435.29,297.06,0.4,0.4,428.97,0.4,2393.8,2600.7,1590,True,False,False,True,False
1846,46,3.0,1239.0,3,2804,655.89,127.52,1673.88,1464.37,21557.1,400.47,20971.59,516.74,4550.95,164.77,1519,True,False,False,True,False
1868,29,0.0,1020.0,1,16,1125.85,1296.37,1942.17,1932.79,1156.01,1214.38,1093.38,103453.29,1029.25,1340.81,1514,True,False,False,True,False
2322,53,0.0,1525.0,1,276,4609.32,3943.47,4578.49,13095.41,0.66,0.66,0.66,0.66,4235.22,3969.43,1602,True,False,False,True,False
2443,39,0.0,575.0,3,2549,6412.42,3867.67,5429.49,8466.16,204.06,5.67,3094.35,9142.42,5268.0,8217.96,1507,True,False,False,True,False
2357,39,1.0,1020.0,2,15,2448.45,9717.42,10747.43,17705.04,4085.76,26.63,7325.03,1371.06,7576.84,10203.93,1507,True,False,False,True,False
1173,42,2.0,1096.0,1,1661,1408.2,653.73,1811.96,4132.72,15430.6,1428.99,390.41,813.7,1151.56,973.86,1519,True,False,True,False,False
1861,43,0.0,15.0,2,6,2780.74,1072.99,1650.95,1660.62,1714.3,0.01,0.01,0.01,2790.1,1088.09,1535,False,False,False,True,False
2287,36,0.0,1236.0,3,1651,222.45,54.48,1868.69,1790.02,214.36,428.64,0.07,9142.93,42.1,1592.94,1510,True,False,False,True,False
2267,42,0.0,574.0,2,2357,1498.74,1498.74,1483.68,1036.28,0.23,0.23,0.23,0.23,1498.74,1498.74,1595,True,False,False,True,False
2156,60,0.0,409.0,1,43,5284.78,9498.03,9660.37,15507.06,2991.69,9173.39,62.07,68.66,7819.5,4679.88,1507,True,False,True,False,False
2392,36,0.0,334.0,2,82,2916.76,2916.76,2938.52,2930.03,0.41,2.49,0.41,28.3,2916.76,2932.99,1554,False,False,True,False,False
2315,69,0.0,1577.0,2,815,6509.38,1844.08,16643.33,36039.57,7768.88,0.03,3103.59,39860.74,7043.1,6987.4,1531,True,True,False,False,False
1806,54,2.0,1020.0,2,592,5857.26,142.97,3266.01,3074.33,55714.4,42857.26,38285.83,44142.97,6258.62,852.65,1510,True,False,False,True,False
2243,37,0.0,409.0,2,1360,1088.78,2691.39,2552.48,2199.47,0.46,900.46,1647.61,1108.88,1922.08,2823.78,1549,False,False,False,True,False
1306,54,0.0,834.0,2,2017,507.25,1774.35,2672.74,864.52,6313.7,1825.03,7182.47,13050.26,2907.61,2007.26,1511,False,False,False,True,False
1961,28,0.0,1020.0,1,666,1393.72,7834.68,2561.35,1406.46,0.01,6188.5,6440.97,23.54,1625.73,4611.63,1550,False,False,False,True,False
2352,51,0.0,664.0,3,241,2785.6,2858.93,2859.79,1612.76,537.71,360.0,548.96,1394.57,2705.84,3119.81,1507,True,False,True,False,False
2309,28,0.0,1531.0,3,776,5382.09,5382.09,5382.09,4395.67,0.66,0.66,0.66,0.66,5382.09,5382.09,1615,True,False,True,False,False
2156,78,0.0,15.0,1,49,3794.48,3865.93,3823.23,4797.81,0.09,90.8,71.53,0.09,3851.15,3834.32,1554,False,False,False,True,False
2240,47,0.0,905.0,2,634,1212.69,1201.32,2177.17,2304.3,3875.9,40413.04,0.13,36785.84,1434.62,2588.09,1527,True,False,False,True,False
2327,37,0.0,1020.0,1,84,195.66,232.42,11058.8,14012.13,15268.19,7177.98,65056.16,21507.19,22342.85,3099.46,1533,True,False,False,True,False
2334,53,0.0,372.0,2,2272,1952.04,4637.76,4388.44,4386.19,0.21,264.17,2671.64,643.07,2914.11,5180.42,1565,False,False,False,True,False
2432,57,0.0,1096.0,1,92,6819.45,5781.86,5203.08,9833.87,893.61,1376.78,143.3,211.71,6240.78,5033.33,1516,False,False,False,True,False
1036,42,0.0,17.0,2,181,50216.75,50013.18,49561.29,42804.08,203.61,0.04,0.04,0.04,50188.67,50012.83,1531,False,False,False,True,False
2141,49,0.0,575.0,2,44,1893.77,979.35,2064.85,2347.75,2250.37,1728.94,1412.78,3163.87,2023.42,1492.29,1531,True,False,False,True,False
1772,66,0.0,904.0,1,1908,2578.6,882.25,1665.37,1650.58,2760.75,197.6,1038.54,599.76,2612.74,870.86,1533,True,False,True,False,False
2296,24,0.0,409.0,2,886,8432.49,9379.45,9087.68,9407.61,0.2,150.53,957.34,214.49,8503.54,9417.36,1566,False,False,False,False,True
